level,xp,badges,quiz_score,code_challenge_score,study_time,interest_visual,interest_backend,interest_math,interest_web,interest_data,interest_cloud,interest_mobile,interest_security,frontend_perf,backend_perf,data_perf,algo_perf,career_path
12,1400,6,0.63,0.82,257,4,1,1,4,2,4,5,4,0.85,0.49,0.58,0.78,mobile
23,2364,9,0.7,0.74,465,2,3,5,3,4,5,5,5,0.45,0.64,0.82,0.82,data
12,1296,3,0.6,0.89,290,4,5,2,5,1,1,3,3,0.82,0.8,0.54,0.59,fullstack
9,874,3,0.62,0.8,143,3,4,3,4,5,3,5,5,0.48,0.62,0.61,0.81,security
24,2561,10,0.83,0.86,436,5,2,3,4,5,3,5,2,0.92,0.46,0.54,0.63,mobile
21,2147,7,0.61,0.61,473,2,3,4,4,5,4,5,2,0.61,0.63,0.81,0.72,data
3,270,2,0.67,0.52,82,4,4,4,5,4,2,3,3,0.77,0.8,0.46,0.52,fullstack
13,1420,4,0.64,0.74,262,3,4,2,4,3,1,2,3,0.85,0.7,0.7,0.78,fullstack
2,200,1,0.62,0.64,-6,3,5,4,5,1,3,4,1,0.89,0.78,0.63,0.79,fullstack
2,271,0,0.89,0.89,45,5,4,5,2,5,5,5,4,0.61,0.74,0.69,0.78,cloud
8,996,4,0.85,0.72,117,5,4,5,2,3,4,4,2,0.54,0.83,0.65,0.52,backend
5,490,1,0.71,0.85,66,3,3,5,4,5,1,4,4,0.81,0.48,0.53,0.65,frontend
4,424,1,0.83,0.67,116,1,4,2,4,4,4,5,2,0.67,0.78,0.8,0.75,backend
11,1058,3,0.6,0.53,212,5,2,3,4,1,1,4,3,0.88,0.41,0.5,0.78,frontend
17,1690,6,0.58,0.58,411,4,3,5,4,4,3,5,5,0.89,0.5,0.45,0.77,mobile
16,1572,7,0.76,0.61,393,3,3,3,4,5,4,1,3,0.55,0.83,0.64,0.56,cloud
18,1758,7,0.89,0.5,452,4,4,1,1,3,3,5,3,0.49,0.78,0.66,0.61,backend
23,2306,7,0.71,0.81,526,5,4,3,4,1,4,3,3,0.47,0.78,0.66,0.61,cloud
23,2422,6,0.81,0.51,497,4,4,4,4,4,3,4,2,0.89,0.55,0.63,0.54,frontend
20,1984,6,0.83,0.69,492,2,3,1,1,5,5,4,3,0.62,0.84,0.64,0.66,cloud
3,266,3,0.86,0.45,110,3,3,2,5,4,4,4,5,0.88,0.57,0.51,0.71,frontend
5,455,2,0.84,0.81,171,4,2,1,5,1,5,2,1,0.85,0.42,0.63,0.77,frontend
18,1949,7,0.83,0.58,365,3,4,3,4,1,5,3,4,0.89,0.45,0.46,0.61,frontend
4,543,2,0.95,0.63,45,1,4,5,1,5,5,3,5,0.48,0.54,0.8,0.86,data
2,220,1,0.87,0.64,10,4,4,2,4,2,3,2,1,0.83,0.72,0.41,0.52,fullstack
24,2518,7,0.8,0.81,566,4,4,1,4,2,1,4,3,0.83,0.45,0.51,0.7,frontend
18,1766,5,0.91,0.45,321,3,4,5,4,3,3,1,2,0.84,0.87,0.52,0.62,fullstack
24,2424,7,0.87,0.85,540,3,4,1,5,2,4,2,1,0.83,0.86,0.47,0.66,fullstack
18,1901,6,0.68,0.86,449,4,1,2,5,2,3,3,1,0.8,0.49,0.54,0.69,frontend
24,2596,9,0.79,0.59,545,3,5,1,5,4,3,2,3,0.6,0.9,0.63,0.58,backend
22,2312,8,0.59,0.84,422,4,3,3,3,1,3,4,4,0.56,0.66,0.68,0.77,security
20,2013,5,0.9,0.61,491,5,4,1,4,4,4,5,1,0.84,0.46,0.51,0.76,mobile
17,1705,7,0.84,0.62,369,1,3,5,5,4,5,4,2,0.61,0.53,0.93,0.89,data
16,1600,5,0.86,0.59,351,3,4,1,1,2,5,5,3,0.4,0.84,0.62,0.63,cloud
3,489,2,0.93,0.73,83,5,4,2,5,3,4,3,3,0.64,0.76,0.62,0.51,cloud
18,1979,8,0.75,0.78,360,2,3,5,3,5,5,3,2,0.56,0.48,0.94,0.88,data
20,2098,6,0.76,0.51,420,5,4,4,1,5,5,2,3,0.51,0.81,0.74,0.76,cloud
6,617,3,0.83,0.82,106,1,3,3,3,4,2,5,4,0.61,0.69,0.6,0.82,security
3,470,3,0.8,0.51,28,2,3,3,5,1,4,2,4,0.65,0.63,0.7,0.84,security
6,777,2,0.72,0.73,72,4,3,4,5,1,2,2,2,0.82,0.41,0.7,0.59,frontend
23,2322,6,0.92,0.58,460,4,4,3,4,4,3,5,5,0.86,0.78,0.46,0.73,fullstack
9,993,2,0.75,0.5,136,1,5,4,1,4,4,5,1,0.64,0.87,0.76,0.75,backend
9,1063,5,0.71,0.57,176,4,3,4,4,5,5,4,4,0.43,0.77,0.51,0.73,security
23,2318,6,0.74,0.55,411,1,4,4,3,2,3,2,4,0.52,0.7,0.65,0.85,security
12,1252,6,0.65,0.73,191,5,5,1,5,3,4,5,4,0.55,0.85,0.71,0.57,backend
12,1278,6,0.84,0.83,266,3,5,5,4,4,2,2,5,0.78,0.86,0.42,0.75,fullstack
8,884,3,0.82,0.62,240,4,4,3,4,1,2,1,4,0.87,0.73,0.4,0.64,fullstack
7,673,2,0.57,0.51,106,1,4,5,3,4,3,5,3,0.42,0.83,0.68,0.62,backend
14,1384,3,0.9,0.88,284,1,4,5,5,3,4,4,3,0.64,0.91,0.62,0.66,backend
16,1783,6,0.82,0.89,399,3,3,3,5,5,5,3,3,0.86,0.47,0.41,0.59,frontend
5,494,3,0.84,0.49,82,4,4,5,1,5,5,1,5,0.45,0.6,0.83,0.89,data
10,993,3,0.72,0.47,161,4,4,4,3,4,4,3,3,0.41,0.76,0.6,0.58,backend
1,235,1,0.77,0.59,100,5,4,2,3,2,4,5,3,0.51,0.7,0.63,0.52,cloud
4,563,1,0.59,0.7,126,3,4,2,3,3,4,2,4,0.69,0.74,0.62,0.6,cloud
11,1111,2,0.67,0.85,242,4,5,2,5,3,4,1,3,0.89,0.87,0.54,0.58,fullstack
7,683,2,0.69,0.81,135,5,4,4,4,4,3,5,5,0.62,0.68,0.52,0.84,security
20,2146,5,0.66,0.7,378,4,5,4,5,1,3,3,1,0.83,0.84,0.41,0.69,fullstack
17,1714,7,0.79,0.65,333,5,1,1,4,5,3,4,5,0.85,0.47,0.5,0.63,frontend
2,211,0,0.85,0.88,83,5,4,2,1,3,3,4,2,0.51,0.77,0.65,0.57,backend
23,2381,7,0.82,0.81,450,1,4,5,3,4,4,3,4,0.54,0.52,0.95,0.85,data
4,561,2,0.8,0.64,82,4,1,3,4,3,4,4,2,0.76,0.48,0.44,0.75,frontend
22,2378,9,0.69,0.73,438,3,3,4,5,5,1,5,1,0.52,0.63,0.93,0.87,data
13,1317,4,0.9,0.77,212,5,5,2,3,1,5,5,3,0.86,0.48,0.42,0.54,mobile
1,284,0,0.84,0.72,32,5,1,5,4,5,3,2,2,0.83,0.55,0.6,0.76,frontend
10,1074,4,0.89,0.45,284,5,5,2,2,3,4,4,2,0.56,0.93,0.6,0.71,backend
25,2560,8,0.65,0.46,496,2,4,4,2,1,4,5,4,0.45,0.64,0.51,0.71,security
3,349,1,0.77,0.51,90,3,3,4,3,4,1,5,4,0.63,0.62,0.63,0.8,security
12,1186,3,0.61,0.67,240,3,5,1,5,2,5,2,2,0.81,0.71,0.57,0.57,fullstack
9,856,3,0.82,0.57,192,1,4,5,3,4,4,5,5,0.62,0.93,0.73,0.76,backend
22,2300,9,0.8,0.51,485,4,3,2,5,3,1,3,3,0.89,0.53,0.58,0.53,frontend
2,282,1,0.7,0.66,103,4,2,3,3,1,4,5,1,0.88,0.58,0.66,0.58,mobile
17,1731,5,0.91,0.45,430,4,1,2,4,4,2,5,2,0.84,0.55,0.51,0.6,mobile
21,2124,9,0.56,0.76,445,4,5,1,2,3,4,2,1,0.52,0.9,0.77,0.75,backend
21,2152,7,0.92,0.61,383,2,5,4,1,3,4,4,1,0.63,0.88,0.7,0.64,backend
7,899,1,0.89,0.77,140,3,4,1,5,4,1,4,5,0.89,0.78,0.62,0.79,fullstack
20,2053,8,0.89,0.7,456,4,5,1,5,3,4,3,3,0.88,0.82,0.43,0.6,fullstack
12,1177,3,0.78,0.8,279,5,2,3,3,2,4,4,5,0.8,0.51,0.59,0.63,mobile
22,2300,8,0.7,0.56,459,3,3,1,4,3,5,2,4,0.66,0.73,0.66,0.8,cloud
10,1029,4,0.79,0.81,191,1,3,4,1,5,2,5,2,0.41,0.68,0.84,0.77,data
24,2422,8,0.83,0.53,571,3,3,3,1,4,5,5,3,0.69,0.8,0.72,0.66,cloud
10,1015,2,0.94,0.7,173,5,3,3,4,5,5,2,4,0.44,0.75,0.45,0.82,security
17,1855,5,0.68,0.48,368,3,5,2,1,3,4,1,3,0.69,0.92,0.72,0.51,backend
7,862,4,0.86,0.49,159,3,4,3,1,4,2,2,4,0.46,0.62,0.47,0.74,security
16,1604,4,0.78,0.64,286,3,3,4,5,4,4,3,4,0.66,0.78,0.59,0.79,security
25,2588,7,0.71,0.86,590,2,4,2,2,2,5,2,4,0.58,0.66,0.67,0.53,cloud
1,211,2,0.78,0.47,11,1,4,2,1,3,4,2,2,0.66,0.76,0.65,0.62,backend
11,1125,3,0.62,0.62,218,5,1,3,3,5,3,5,2,0.86,0.55,0.58,0.64,mobile
11,1236,4,0.71,0.77,318,1,3,5,2,4,3,5,4,0.6,0.67,0.9,0.79,data
8,788,2,0.79,0.49,122,5,3,1,4,4,3,4,1,0.82,0.47,0.66,0.75,mobile
2,192,0,0.74,0.62,33,5,5,1,3,4,3,2,2,0.4,0.81,0.64,0.66,backend
4,407,0,0.92,0.74,69,4,5,3,3,3,4,3,5,0.59,0.94,0.71,0.65,backend
4,410,3,0.72,0.86,114,5,2,1,5,5,4,2,3,0.94,0.46,0.7,0.65,frontend
19,1967,7,0.67,0.78,468,5,3,3,3,1,3,1,4,0.65,0.69,0.55,0.71,security
10,1077,3,0.87,0.7,217,3,3,4,1,4,2,1,3,0.69,0.58,0.82,0.77,data
22,2331,8,0.64,0.62,517,1,4,3,2,4,4,3,3,0.69,0.75,0.72,0.52,cloud
5,610,0,0.95,0.49,167,3,2,4,5,3,5,4,4,0.78,0.59,0.46,0.68,frontend
15,1571,7,0.78,0.63,291,1,4,3,2,3,3,1,5,0.57,0.77,0.65,0.54,backend
23,2353,6,0.58,0.62,557,4,4,1,3,4,5,5,2,0.85,0.58,0.68,0.54,mobile
25,2652,7,0.65,0.54,497,3,3,4,1,3,3,4,4,0.43,0.64,0.45,0.71,security
6,644,4,0.61,0.63,183,4,3,2,5,5,1,3,1,0.89,0.59,0.66,0.54,frontend
9,976,4,0.58,0.85,209,5,3,1,3,1,4,3,4,0.57,0.79,0.63,0.6,cloud
18,1953,6,0.67,0.62,389,1,3,4,4,3,4,5,4,0.55,0.76,0.61,0.59,cloud
9,950,2,0.79,0.83,244,4,4,2,4,4,4,3,3,0.87,0.73,0.56,0.75,fullstack
10,1081,3,0.58,0.53,157,4,3,4,3,4,2,5,3,0.43,0.57,0.89,0.85,data
1,158,0,0.83,0.68,42,1,4,5,4,1,5,4,3,0.48,0.85,0.71,0.62,cloud
1,111,1,0.69,0.79,39,4,4,4,1,5,5,2,5,0.42,0.71,0.47,0.8,security
11,1279,2,0.83,0.65,263,3,1,1,4,4,3,2,5,0.88,0.41,0.5,0.51,frontend
22,2389,7,0.84,0.59,496,4,4,4,3,4,3,5,5,0.56,0.93,0.68,0.65,backend
14,1435,4,0.93,0.65,271,5,3,4,1,4,2,2,1,0.47,0.55,0.92,0.8,data
9,932,3,0.76,0.82,265,3,5,2,5,4,3,4,3,0.77,0.71,0.44,0.75,fullstack
9,854,5,0.92,0.83,242,1,4,4,2,4,2,1,2,0.43,0.52,0.9,0.74,data
10,1171,2,0.72,0.51,251,2,4,3,1,1,1,5,5,0.49,0.79,0.48,0.73,security
11,1180,4,0.94,0.88,223,5,2,3,5,3,4,4,1,0.92,0.41,0.42,0.57,frontend
7,698,3,0.61,0.62,217,5,1,1,3,5,3,4,1,0.86,0.48,0.58,0.76,mobile
13,1253,6,0.81,0.6,259,3,5,5,4,1,5,3,1,0.85,0.5,0.52,0.54,frontend
25,2587,10,0.65,0.48,546,5,5,4,5,3,3,2,1,0.77,0.51,0.68,0.53,frontend
1,64,0,0.62,0.57,77,2,3,2,1,5,4,5,3,0.42,0.69,0.67,0.62,cloud
5,670,0,0.6,0.59,185,2,5,3,4,4,3,2,1,0.65,0.8,0.65,0.5,backend
12,1342,6,0.68,0.7,207,3,4,5,4,3,3,4,4,0.59,0.91,0.66,0.7,backend
23,2427,7,0.7,0.48,495,5,4,3,2,2,2,2,4,0.63,0.78,0.51,0.7,security
4,456,0,0.56,0.46,74,5,4,2,4,4,4,4,3,0.75,0.58,0.61,0.76,frontend
10,1011,3,0.85,0.53,150,2,4,5,3,3,4,1,1,0.5,0.92,0.73,0.68,backend
18,1866,8,0.92,0.49,420,4,4,5,3,4,3,3,1,0.67,0.41,0.91,0.89,data
7,698,2,0.57,0.69,196,3,3,3,1,1,1,1,5,0.62,0.73,0.49,0.84,security
11,1145,4,0.81,0.88,192,1,4,1,1,4,4,2,2,0.69,0.82,0.63,0.67,backend
18,1968,5,0.88,0.87,312,3,2,4,4,3,5,2,5,0.83,0.5,0.45,0.6,frontend
12,1184,6,0.63,0.64,305,5,4,2,3,1,4,4,4,0.91,0.49,0.62,0.67,mobile
23,2378,8,0.74,0.61,475,4,5,2,4,4,4,4,2,0.87,0.45,0.52,0.53,mobile
25,2684,8,0.68,0.48,502,1,3,5,5,5,3,2,3,0.64,0.44,0.86,0.88,data
23,2418,8,0.89,0.48,434,1,3,4,4,3,2,1,5,0.69,0.61,0.7,0.76,security
16,1632,7,0.86,0.84,300,4,1,5,3,5,5,5,5,0.94,0.49,0.5,0.54,mobile
10,1027,5,0.65,0.7,161,4,2,1,4,4,2,4,5,0.86,0.48,0.6,0.75,mobile
2,250,0,0.67,0.71,91,1,3,3,2,2,4,4,4,0.62,0.69,0.65,0.73,cloud
18,2000,5,0.59,0.64,340,2,3,4,1,4,1,5,2,0.69,0.69,0.94,0.76,data
1,203,1,0.93,0.72,-15,4,5,5,4,1,2,4,4,0.77,0.89,0.67,0.61,fullstack
2,214,0,0.81,0.66,121,3,3,3,1,1,2,5,5,0.57,0.61,0.55,0.78,security
15,1641,6,0.93,0.58,290,1,3,2,4,3,4,5,3,0.68,0.68,0.68,0.58,cloud
24,2515,7,0.66,0.81,471,4,3,4,5,4,4,1,3,0.67,0.68,0.9,0.76,data
20,2136,6,0.74,0.65,370,3,5,3,3,3,3,2,2,0.51,0.94,0.76,0.6,backend
15,1656,6,0.62,0.74,339,1,4,3,4,1,5,1,4,0.7,0.68,0.73,0.63,cloud
3,304,1,0.55,0.59,13,4,1,2,4,4,3,3,1,0.88,0.58,0.43,0.57,frontend
1,73,0,0.87,0.73,-25,4,3,4,5,1,1,5,4,0.65,0.79,0.65,0.81,security
19,2073,6,0.65,0.52,462,4,5,2,4,4,4,5,2,0.89,0.79,0.45,0.54,fullstack
17,1787,4,0.57,0.69,326,5,4,4,4,3,5,5,3,0.9,0.49,0.64,0.55,mobile
6,602,1,0.89,0.79,171,2,3,1,2,4,4,4,4,0.65,0.73,0.66,0.52,cloud
19,1952,6,0.7,0.81,468,3,3,1,5,5,5,5,3,0.67,0.84,0.68,0.57,cloud
4,554,3,0.89,0.76,64,1,4,3,4,5,4,5,3,0.59,0.79,0.69,0.72,cloud
1,83,0,0.87,0.82,55,4,3,4,4,5,4,4,5,0.89,0.52,0.65,0.7,frontend
2,320,1,0.85,0.75,114,3,4,1,5,5,2,4,1,0.77,0.55,0.43,0.76,frontend
13,1464,5,0.57,0.7,281,3,4,3,5,3,4,2,4,0.64,0.77,0.73,0.74,cloud
12,1376,3,0.88,0.59,340,5,4,4,4,5,4,2,3,0.5,0.83,0.69,0.58,cloud
10,1026,3,0.57,0.75,239,5,4,5,4,4,4,2,1,0.54,0.69,0.81,0.9,data
5,578,3,0.88,0.6,55,5,4,5,3,5,4,4,5,0.85,0.55,0.6,0.53,mobile
10,1108,4,0.91,0.51,260,3,4,4,4,5,2,1,1,0.43,0.6,0.94,0.75,data
5,546,2,0.94,0.7,183,4,2,4,5,3,1,3,2,0.94,0.51,0.52,0.52,frontend
2,195,2,0.83,0.82,14,5,2,5,5,4,1,3,5,0.85,0.47,0.63,0.58,frontend
4,443,2,0.83,0.86,109,4,5,4,5,4,5,3,3,0.85,0.84,0.59,0.64,fullstack
8,878,3,0.63,0.5,169,4,4,4,4,3,2,5,5,0.84,0.58,0.61,0.55,mobile
10,1036,4,0.84,0.77,174,1,4,3,4,2,4,2,5,0.69,0.62,0.49,0.72,security
10,1106,4,0.57,0.49,164,5,3,4,3,1,1,3,4,0.62,0.61,0.62,0.85,security
13,1499,3,0.63,0.45,263,4,4,4,4,2,4,4,1,0.81,0.49,0.43,0.59,mobile
4,588,0,0.64,0.78,97,4,5,5,5,1,5,5,3,0.78,0.7,0.4,0.59,fullstack
12,1243,3,0.93,0.86,252,1,4,3,2,3,2,5,4,0.64,0.61,0.63,0.78,security
2,289,0,0.81,0.65,109,4,4,3,4,2,5,2,4,0.58,0.83,0.61,0.7,cloud
22,2193,9,0.7,0.62,515,4,4,3,5,4,5,5,2,0.76,0.77,0.46,0.66,fullstack
23,2482,7,0.79,0.82,453,3,4,5,5,4,4,2,5,0.65,0.75,0.72,0.58,backend
11,1061,4,0.88,0.54,292,5,4,2,1,2,4,5,3,0.42,0.79,0.71,0.55,cloud
7,674,4,0.89,0.58,127,4,4,5,1,5,4,4,4,0.68,0.52,0.83,0.7,data
2,326,0,0.95,0.51,48,4,2,3,4,1,1,5,2,0.9,0.55,0.5,0.69,mobile
1,289,1,0.61,0.55,6,3,3,4,4,1,5,1,3,0.61,0.72,0.65,0.59,cloud
12,1221,5,0.71,0.58,235,4,4,1,4,3,4,5,4,0.45,0.75,0.62,0.64,cloud
19,2046,7,0.59,0.67,381,4,4,2,5,3,3,5,2,0.82,0.88,0.44,0.61,fullstack
5,537,3,0.78,0.69,118,4,5,3,4,1,2,1,3,0.86,0.72,0.66,0.7,fullstack
17,1663,6,0.6,0.75,354,1,4,1,1,3,4,3,3,0.48,0.76,0.61,0.53,backend
19,1856,7,0.93,0.89,467,3,4,2,4,3,4,3,1,0.66,0.83,0.66,0.55,backend
19,1895,6,0.56,0.71,410,2,4,2,4,3,3,3,3,0.58,0.86,0.78,0.61,backend
15,1687,6,0.6,0.67,369,3,2,2,4,4,1,4,3,0.94,0.55,0.52,0.73,frontend
10,1179,2,0.76,0.71,232,4,4,4,2,5,4,4,4,0.49,0.7,0.49,0.75,security
12,1344,5,0.78,0.7,226,4,3,4,1,5,1,1,5,0.56,0.44,0.84,0.86,data
16,1600,7,0.89,0.88,344,5,4,3,1,4,4,3,2,0.68,0.88,0.77,0.52,backend
2,213,2,0.76,0.84,85,2,5,2,1,3,4,4,2,0.5,0.84,0.75,0.75,backend
20,2137,8,0.91,0.55,355,2,5,2,3,3,3,4,5,0.68,0.93,0.73,0.52,backend
20,2164,6,0.93,0.9,467,3,4,4,4,4,2,4,4,0.61,0.61,0.82,0.78,data
22,2272,6,0.65,0.83,462,2,3,4,4,5,3,5,2,0.41,0.56,0.85,0.81,data
1,291,2,0.74,0.61,89,5,4,4,4,1,4,4,5,0.94,0.48,0.55,0.56,frontend
5,598,2,0.6,0.89,98,5,3,3,4,5,5,2,4,0.69,0.65,0.63,0.75,security
20,2014,6,0.86,0.74,399,1,4,2,3,3,5,1,4,0.61,0.66,0.69,0.71,cloud
24,2550,9,0.85,0.61,438,2,3,5,2,5,1,5,4,0.5,0.43,0.83,0.82,data
8,862,1,0.58,0.78,196,5,4,4,3,5,5,3,2,0.69,0.57,0.82,0.72,data
9,1022,2,0.63,0.77,141,1,3,5,3,1,4,2,4,0.69,0.83,0.72,0.56,cloud
18,1944,7,0.81,0.58,343,1,4,5,4,4,5,1,2,0.51,0.7,0.81,0.88,data
7,683,2,0.68,0.52,131,4,4,4,1,3,4,2,5,0.59,0.94,0.64,0.54,backend
5,615,2,0.92,0.77,113,5,4,5,3,5,5,5,3,0.46,0.67,0.89,0.73,data
3,460,0,0.83,0.46,73,5,3,3,2,1,2,2,5,0.46,0.72,0.46,0.73,security
21,2255,8,0.7,0.87,389,4,5,5,4,4,3,4,4,0.94,0.56,0.69,0.71,frontend
2,309,1,0.78,0.59,48,4,4,3,4,3,5,1,5,0.87,0.75,0.57,0.76,fullstack
22,2276,6,0.67,0.68,478,3,4,3,5,3,2,4,3,0.79,0.78,0.63,0.67,fullstack
25,2617,9,0.7,0.67,570,4,5,3,4,2,4,3,5,0.9,0.46,0.48,0.67,frontend
12,1241,6,0.67,0.6,334,3,3,4,4,5,2,5,5,0.46,0.79,0.53,0.74,security
13,1357,4,0.55,0.49,267,1,4,2,5,3,3,4,5,0.44,0.93,0.69,0.78,backend
16,1576,4,0.78,0.46,292,5,4,5,3,4,3,1,2,0.61,0.51,0.87,0.8,data
20,1974,6,0.57,0.52,383,2,4,5,1,4,4,5,4,0.51,0.48,0.81,0.78,data
6,557,2,0.69,0.52,217,3,4,2,5,1,1,2,2,0.78,0.76,0.42,0.52,fullstack
8,823,1,0.59,0.52,251,4,3,5,5,4,1,2,4,0.4,0.65,0.83,0.84,data
19,2098,8,0.93,0.48,374,5,2,2,5,2,4,2,1,0.7,0.59,0.58,0.56,frontend
10,1117,3,0.75,0.83,198,5,3,4,5,4,2,1,1,0.56,0.66,0.81,0.83,data
11,1259,5,0.77,0.75,199,4,4,2,4,4,5,3,1,0.83,0.74,0.47,0.67,fullstack
12,1254,3,0.63,0.52,196,5,3,5,5,4,4,3,3,0.48,0.83,0.66,0.51,cloud
1,53,0,0.9,0.54,64,4,3,2,5,5,4,3,3,0.63,0.73,0.66,0.68,cloud
19,1868,6,0.83,0.57,448,5,2,5,4,1,1,2,3,0.87,0.58,0.48,0.69,frontend
17,1776,7,0.9,0.79,407,5,3,3,2,5,2,2,5,0.46,0.75,0.49,0.84,security
20,2108,8,0.91,0.81,355,4,2,5,4,4,1,5,1,0.92,0.5,0.57,0.7,mobile
11,1177,5,0.89,0.62,251,3,1,3,5,5,2,4,3,0.77,0.53,0.65,0.52,frontend
9,1080,2,0.9,0.47,174,3,4,3,5,3,5,4,4,0.93,0.54,0.59,0.52,frontend
11,1166,4,0.56,0.72,215,5,3,4,4,5,4,4,1,0.85,0.41,0.55,0.77,frontend
15,1506,6,0.59,0.72,367,3,5,1,5,3,5,5,4,0.8,0.81,0.44,0.64,fullstack
3,271,3,0.74,0.7,45,4,4,4,3,1,1,1,4,0.65,0.72,0.41,0.74,security
18,1887,8,0.88,0.65,342,4,4,4,4,4,3,3,5,0.76,0.84,0.48,0.74,fullstack
13,1418,5,0.79,0.81,324,2,5,2,5,3,4,1,2,0.59,0.84,0.69,0.66,backend
20,2117,6,0.76,0.78,422,3,3,4,4,1,2,4,4,0.55,0.65,0.6,0.79,security
25,2472,7,0.6,0.67,517,3,4,3,5,1,4,1,1,0.76,0.83,0.55,0.64,fullstack
10,990,3,0.62,0.84,161,4,5,4,4,1,2,2,5,0.79,0.45,0.45,0.51,frontend
19,2068,8,0.79,0.69,430,3,4,5,5,4,2,3,4,0.56,0.53,0.83,0.77,data
16,1624,6,0.92,0.56,419,1,5,1,3,4,3,1,4,0.45,0.86,0.7,0.57,backend
4,503,0,0.91,0.54,114,4,4,3,5,4,1,3,3,0.87,0.42,0.57,0.57,frontend
16,1565,6,0.77,0.56,308,4,4,1,5,3,3,4,1,0.81,0.76,0.51,0.51,fullstack
14,1589,5,0.92,0.53,332,4,5,2,5,1,2,3,3,0.82,0.8,0.41,0.77,fullstack
25,2582,7,0.68,0.88,507,5,3,4,3,3,2,1,5,0.59,0.62,0.6,0.71,security
2,333,2,0.79,0.56,8,4,2,4,5,1,5,4,1,0.92,0.59,0.63,0.54,frontend
4,416,2,0.85,0.65,113,5,4,1,4,1,5,4,4,0.84,0.45,0.5,0.76,mobile
20,2043,5,0.89,0.8,483,4,4,4,1,5,1,2,3,0.5,0.44,0.85,0.86,data
6,648,1,0.91,0.6,98,5,4,4,4,1,3,3,3,0.75,0.4,0.54,0.5,frontend
5,607,2,0.81,0.67,142,5,3,4,5,1,4,1,5,0.52,0.79,0.53,0.82,security
13,1388,3,0.94,0.61,250,1,4,3,4,2,3,2,5,0.59,0.8,0.56,0.83,security
6,732,4,0.93,0.51,181,2,5,2,4,3,4,5,2,0.63,0.93,0.66,0.78,backend
6,756,1,0.61,0.66,142,3,4,3,3,3,4,3,3,0.49,0.82,0.62,0.74,backend
1,176,1,0.81,0.73,-14,5,3,4,4,4,3,5,1,0.93,0.47,0.57,0.61,mobile
22,2372,7,0.89,0.8,527,1,5,3,3,4,3,4,5,0.65,0.85,0.69,0.65,backend
11,1246,2,0.75,0.55,313,4,4,4,3,4,4,3,4,0.43,0.78,0.74,0.73,cloud
10,1148,4,0.83,0.52,170,4,3,1,1,2,5,5,4,0.53,0.74,0.74,0.78,cloud
5,636,0,0.93,0.81,51,5,4,5,5,3,4,2,3,0.68,0.66,0.69,0.74,cloud
2,377,1,0.72,0.47,109,3,4,1,4,2,2,5,5,0.8,0.86,0.69,0.53,fullstack
25,2465,8,0.94,0.72,451,1,4,4,4,5,5,5,4,0.66,0.71,0.48,0.74,security
1,155,2,0.65,0.63,105,5,2,5,4,5,5,5,2,0.89,0.6,0.63,0.53,mobile
12,1229,5,0.76,0.57,200,4,5,4,5,3,5,4,3,0.78,0.88,0.41,0.61,fullstack
20,2106,8,0.68,0.7,487,5,5,4,2,4,4,2,3,0.44,0.9,0.62,0.5,backend
9,859,3,0.7,0.73,243,4,4,1,5,4,4,2,3,0.79,0.89,0.59,0.58,fullstack
13,1483,5,0.62,0.78,334,5,4,5,3,3,5,3,4,0.46,0.81,0.61,0.5,cloud
21,2103,8,0.57,0.8,400,2,5,2,4,3,3,2,3,0.48,0.81,0.62,0.69,backend
19,1948,6,0.55,0.57,385,3,4,5,4,3,4,5,5,0.43,0.84,0.69,0.66,backend
12,1194,5,0.74,0.5,285,3,4,4,1,3,4,5,4,0.59,0.94,0.78,0.6,backend
10,1079,4,0.73,0.53,291,5,3,4,1,5,2,1,5,0.65,0.51,0.86,0.71,data
12,1349,4,0.62,0.87,295,3,3,1,4,5,4,4,4,0.64,0.81,0.71,0.73,cloud
23,2375,7,0.71,0.59,439,3,4,4,4,4,1,5,5,0.76,0.86,0.42,0.51,fullstack
12,1252,6,0.64,0.78,242,4,4,1,1,5,4,1,4,0.68,0.78,0.64,0.75,cloud
2,249,0,0.95,0.67,31,4,3,3,3,2,5,5,4,0.64,0.74,0.41,0.73,security
20,2063,6,0.93,0.65,431,1,4,4,5,5,3,5,4,0.59,0.41,0.84,0.77,data
8,835,2,0.83,0.71,118,3,1,5,4,2,3,2,1,0.74,0.58,0.5,0.58,frontend
19,1855,7,0.85,0.86,368,4,5,4,5,1,2,4,3,0.85,0.73,0.46,0.61,fullstack
8,985,3,0.61,0.63,225,4,4,3,1,3,5,5,4,0.62,0.83,0.72,0.75,cloud
2,375,0,0.63,0.7,45,1,3,4,4,5,4,3,5,0.4,0.44,0.8,0.84,data
13,1320,5,0.79,0.61,273,4,3,2,3,3,3,4,1,0.81,0.53,0.51,0.73,mobile
7,868,3,0.93,0.67,102,5,1,2,3,3,1,4,3,0.82,0.58,0.47,0.79,mobile
11,1167,5,0.58,0.68,295,2,3,5,5,5,5,3,3,0.63,0.56,0.82,0.87,data
24,2486,8,0.57,0.63,488,3,1,5,5,2,2,3,3,0.74,0.58,0.54,0.69,frontend
2,351,1,0.81,0.67,22,5,5,5,4,3,5,4,2,0.88,0.53,0.62,0.65,mobile
